creative_id,campaign_id,advertiser_name,app_name,vertical,format,width,height,language,creative_launch_date,theme,hook_type,cta_text,headline,subhead,dominant_color,emotional_tone,duration_sec,text_density,copy_length_chars,readability_score,brand_visibility_score,clutter_score,novelty_score,motion_score,faces_count,product_count,has_price,has_discount_badge,has_gameplay,has_ugc_style,asset_file,creative_status,fatigue_day,total_days_active,total_spend_usd,total_impressions,total_clicks,total_conversions,total_revenue_usd,overall_ctr,overall_cvr,overall_ipm,overall_roas,first_7d_ctr,last_7d_ctr,ctr_decay_pct,first_7d_cvr,last_7d_cvr,cvr_decay_pct,peak_rolling_ctr_5,peak_day_impressions,first_7d_impressions,first_7d_clicks,first_7d_conversions,last_7d_impressions,last_7d_clicks,last_7d_conversions,perf_score,n_observed_distinct_days,first_7d_ipm,first_7d_revenue_usd,first_7d_roas,first_7d_spend_usd,last_7d_ipm,last_7d_revenue_usd,last_7d_roas,last_7d_spend_usd
500167,20027,WayPoint,WayPoint Trips,travel,banner,320,480,it,2026-01-23,urgency,last-minute deal,Shop now,Last-minute savings,Special fares today,teal,excited,0,0.443,92,0.743,0.414,0.144,0.593,0.476,0,1,1,1,0,1,assets/creative_500167.png,stable,,53,13313.16,3098860,14168,735,107035.85,0.0045720038982077,0.0518774703557312,0.237183996695559,8.039853047661111,0.008665362921009261,0.0018679856386050364,-0.7844307669934879,0.00046279102156403056,7.53220015566547e-05,-0.8372440301410787,0.0088366696568196,182304,689296.0,5973.0,319.0,398290.0,744.0,30.0,0.4564814814814815,53,0.46279102156403057,47259.95,15.850958571466904,2981.5199999999995,0.07532200155665471,4639.110000000001,2.700799916165992,1717.6799999999998
500168,20028,QuickFork,QuickFork Kitchen,food_delivery,interstitial,360,640,ja,2026-01-24,combo,trending,Learn more,"Fast food, fast",Free delivery over $15,orange,calm,0,0.623,34,0.834,0.382,0.107,0.465,0.699,1,1,0,1,0,0,assets/creative_500168.png,stable,,48,36113.97,5703831,25810,2286,41513.48,0.0045250288797126,0.0885703215807826,0.4007832630384736,1.1495130554741004,0.01206904725417323,0.0018323000988435412,-0.848181877139476,0.0010782431912470466,0.00017241397774039167,-0.8400973183600765,0.0127314646984614,162012,907031.0,10947.0,978.0,933799.0,1711.0,161.0,0.3018518518518518,48,1.0782431912470467,17543.989999999998,3.053645962062639,5745.26,0.17241397774039166,2913.38,0.4867111604868148,5985.849999999999
500169,20028,QuickFork,QuickFork Kitchen,food_delivery,interstitial,360,640,es,2026-01-08,food-closeup,challenge,Shop now,Dinner in minutes,Fresh favorites nearby,purple,urgent,5,0.607,88,0.875,0.735,0.566,0.688,0.437,0,4,0,1,0,0,assets/creative_500169.png,underperformer,,64,99216.02,15624019,54593,4803,87792.54,0.0034941713780557,0.0879783122378326,0.3074113005110913,0.8848625453832959,0.006462314126278754,0.0018008569016241276,-0.7213294082531501,0.0005745775826836991,0.00016466775396330112,-0.7134107578750604,0.0092297938619785,891207,5642406.0,36463.0,3242.0,953435.0,1717.0,157.0,0.1228395061728395,64,0.5745775826836991,58872.95,1.6548692516413643,35575.59,0.16466775396330113,2906.54,0.48005166285691636,6054.639999999999
500170,20028,QuickFork,QuickFork Kitchen,food_delivery,banner,320,480,ja,2026-01-22,food-closeup,late-night,Try for free,Dinner in minutes,Late-night deals available,lime,playful,0,0.448,60,0.595,0.523,0.49,0.531,0.111,3,2,0,1,0,1,assets/creative_500170.png,underperformer,,50,37621.51,8222861,27419,2245,41385.87,0.0033344841898701,0.0818775301798023,0.2730193298901684,1.100058716409841,0.008036886838193032,0.0017624982668767043,-0.780698882246179,0.0006373639781787123,0.0001449165241654179,-0.7726314490198811,0.0084847922848664,224609,1245756.0,10012.0,794.0,1276597.0,2250.0,185.0,0.0910493827160493,50,0.6373639781787124,14624.25,2.5169136667246086,5810.39,0.1449165241654179,3352.45,0.5736587051974852,5843.9800000000005
500171,20028,QuickFork,QuickFork Kitchen,food_delivery,banner,320,480,en,2026-01-22,discount,free delivery,Get offer,Dinner in minutes,Fresh favorites nearby,red,excited,0,0.8,75,0.883,0.419,0.426,0.774,0.64,2,3,0,1,0,1,assets/creative_500171.png,underperformer,,50,38812.94,8505311,30209,2489,45868.65,0.0035517807638074,0.0823926644377503,0.2926406806288447,1.1817875687850494,0.009980023318730142,0.001787099977142591,-0.8209322844177501,0.000847610132608265,0.00014049299209308353,-0.8342480974587235,0.0107252463975994,287692,1322542.0,13199.0,1121.0,1373734.0,2455.0,193.0,0.1345679012345678,50,0.847610132608265,20777.94,3.45646304561553,6011.329999999999,0.14049299209308352,3438.55,0.547417773107906,6281.4
500172,20028,QuickFork,QuickFork Kitchen,food_delivery,native,320,320,es,2026-01-20,food-closeup,2-for-1,Try for free,Hungry? We got you,Free delivery over $15,lime,premium,0,0.597,85,0.79,0.623,0.433,0.263,0.573,2,2,0,0,0,1,assets/creative_500172.png,underperformer,,52,42418.56,8324332,31580,2930,53921.92,0.0037936978006163,0.0927802406586447,0.3519801949273527,1.2711869521266164,0.008620242124717072,0.0017723808337010006,-0.7943931495127031,0.0008092021928276263,0.00015913538126816586,-0.8033428694599888,0.00906899822596,340588,1541024.0,13284.0,1247.0,1187668.0,2105.0,189.0,0.2166666666666666,52,0.8092021928276263,23204.05,2.967080109967393,7820.5,0.15913538126816584,3481.5,0.5694783176221766,6113.49
500173,20028,QuickFork,QuickFork Kitchen,food_delivery,banner,320,480,es,2026-01-20,feature-focus,discover,Book now,"Fast food, fast",Fresh favorites nearby,yellow,excited,0,0.537,65,0.901,0.482,0.173,0.428,0.552,0,2,1,0,0,0,assets/creative_500173.png,underperformer,,52,38618.51,8424501,29824,2512,45749.13,0.0035401503305655,0.0842274678111588,0.298177898014375,1.1846425457636764,0.007830487588534106,0.0017683943905603262,-0.7741654819618485,0.0006848099986074894,0.00013471029564190743,-0.8032880712667296,0.0081008140842264,371459,1572699.0,12315.0,1077.0,1165464.0,2061.0,157.0,0.1382716049382716,52,0.6848099986074895,19654.93,2.718885218507575,7229.04,0.13471029564190742,2773.0,0.5212641171782185,5319.76
500174,20029,BingeLayer,BingeLayer Plus,entertainment,interstitial,360,640,de,2026-01-10,drama,watch now,Get offer,A new season drops,Start free today,purple,urgent,8,0.329,51,0.662,0.372,0.346,0.99,0.625,2,0,0,0,0,1,assets/creative_500174.png,stable,,61,35290.86,6052970,29109,2695,57381.54,0.0048090441551833,0.0925830499158335,0.4452359750667853,1.625960376142718,0.009443260660102707,0.0017940221884911085,-0.8100208971175856,0.0009061993845856314,0.00015580072316216849,-0.8280723582333815,0.0095585700408794,344142,1447805.0,13672.0,1312.0,648264.0,1163.0,101.0,0.4052469135802468,61,0.9061993845856313,26399.109999999997,3.098516183250547,8519.92,0.15580072316216848,2330.98,0.6342561099713208,3675.1400000000003
500175,20029,BingeLayer,BingeLayer Plus,entertainment,interstitial,360,640,pt,2026-01-17,ugc,2-for-1,Watch now,Exclusive tonight,Cancel anytime,blue,urgent,12,0.713,63,0.693,0.579,0.283,0.532,0.699,1,2,0,0,0,1,assets/creative_500175.png,stable,,54,23757.72,4115522,18499,1658,37121.04,0.0044949340569677,0.0896264662954754,0.402865055757204,1.5624832685964811,0.009530842731399264,0.001818245586831841,-0.8092250981288727,0.0008758421092604951,0.00015690444150325532,-0.8208530512015055,0.0095891846573045,107334,618833.0,5898.0,542.0,541731.0,985.0,85.0,0.3429012345679012,54,0.8758421092604951,12072.829999999998,3.3592466144116013,3593.91,0.1569044415032553,1963.6299999999999,0.634028291255929,3097.0699999999997
500176,20029,BingeLayer,BingeLayer Plus,entertainment,interstitial,360,640,pt,2026-01-14,celebrity,exclusive,Book now,Binge starts now,New hits every week,red,playful,12,0.44,43,0.942,0.754,0.323,0.99,0.377,3,1,0,0,1,1,assets/creative_500176.png,stable,,57,26120.26,4517722,25270,2370,53446.6,0.0055935270032109,0.0937870993272655,0.5246006726398835,2.0461741192468987,0.010293813366439065,0.0018470401619322882,-0.820567937635804,0.0010009310986964619,0.0001712745355637949,-0.8288847895855668,0.0103884548441731,138973,773280.0,7960.0,774.0,513795.0,949.0,88.0,0.5765432098765432,57,1.000931098696462,16874.489999999998,3.7363858590957997,4516.26,0.1712745355637949,2008.1100000000001,0.6704650929852093,2995.1
500177,20029,BingeLayer,BingeLayer Plus,entertainment,native,320,320,de,2026-01-07,trailer,power-up,Claim reward,Stream the hype,New hits every week,lime,premium,0,0.117,49,0.874,0.539,0.125,0.58,0.563,1,1,0,0,0,0,assets/creative_500177.png,stable,,64,38171.28,8219368,32047,2847,62173.33,0.0038989615746612,0.0888382687927107,0.3463769963822036,1.6287986674798436,0.0067994994812881826,0.0017348004176371376,-0.7448635120259653,0.000639189059694217,0.0001431064317579457,-0.7761125138368189,0.0073266520022065,621575,2880212.0,19584.0,1841.0,684805.0,1188.0,98.0,0.2632716049382715,64,0.639189059694217,38950.74999999999,2.883604562152142,13507.659999999998,0.14310643175794568,2214.32,0.6962175758528534,3180.5
500178,20029,BingeLayer,BingeLayer Plus,entertainment,native,320,320,pt,2026-01-18,ugc,exclusive,Order now,Binge starts now,Cancel anytime,red,adventurous,0,0.517,12,0.922,0.492,0.287,0.99,0.593,3,0,0,0,0,1,assets/creative_500178.png,stable,,53,25810.76,5607832,26926,2682,60386.65,0.0048014990463337,0.0996063284557676,0.4782596910891767,2.33959209260014,0.009442063376448128,0.0019380304239178232,-0.7947450311812181,0.0009877811598314255,0.00017905715873153802,-0.8187279065313455,0.0098143929491727,156544,782562.0,7389.0,773.0,759534.0,1472.0,136.0,0.5179012345679012,53,0.9877811598314256,16838.4,4.554451696315791,3697.13,0.17905715873153802,3152.75,0.9081495094509191,3471.6200000000003
500179,20029,BingeLayer,BingeLayer Plus,entertainment,native,320,320,it,2026-01-14,discount,fast,Shop now,Binge starts now,Start free today,orange,excited,0,0.246,21,0.853,0.741,0.215,0.713,0.673,2,1,0,0,0,0,assets/creative_500179.png,stable,,57,26001.22,5697591,24732,2352,51791.77,0.0043407819199377,0.0950994662785055,0.412806043817466,1.9918976878777224,0.008545976205561998,0.0017970582157008977,-0.7897187901680192,0.0008495820158841129,0.00013927201171681956,-0.8360699625075197,0.0086984118759553,210162,976951.0,8349.0,830.0,667758.0,1200.0,93.0,0.4052469135802468,57,0.8495820158841129,18294.329999999998,4.203090573658443,4352.589999999999,0.13927201171681955,2149.58,0.6987027592774977,3076.5299999999997
500180,20030,IronQuest,IronQuest Saga,gaming,playable,360,640,pt,2026-01-18,competitive,free rewards,Claim reward,Level up today,No ads in first week,lime,trustworthy,15,0.299,70,0.783,0.502,0.45,0.775,1.0,0,0,0,0,0,1,assets/creative_500180.png,fatigued,10.0,58,42280.36,9599193,60526,11428,62023.35,0.0063053217077727,0.1888114198856689,1.1905167444804996,1.4669541602767808,0.01143758777082723,0.0018293078538389354,-0.8400617428698752,0.0021707426466892913,0.0003354786029531612,-0.8454544561213572,0.0158423550506037,768952,4218372.0,48248.0,9157.0,631933.0,1156.0,212.0,0.6003086419753086,58,2.170742646689291,49228.56999999999,2.660174097051892,18505.77,0.3354786029531612,1178.72,0.4260859820921852,2766.39
500181,20030,IronQuest,IronQuest Saga,gaming,playable,360,640,pt,2026-01-26,testimonial,competition,Book now,Win epic rewards,Free rewards for new players,lime,trustworthy,30,0.484,60,0.83,0.731,0.409,0.832,0.91,0,1,0,0,1,1,assets/creative_500181.png,fatigued,14.0,50,20967.81,4747388,46335,9846,55068.71,0.0097601038718554,0.2124959533829718,2.073982577366754,2.6263453360174474,0.018533424142983923,0.002947323035935783,-0.8409725578394248,0.004116453995718437,0.0005566450711974787,-0.8647755879753666,0.0190612102885559,235071,1065966.0,19756.0,4388.0,621581.0,1832.0,346.0,0.8444444444444444,50,4.116453995718437,24375.499999999996,5.2619933209134855,4632.369999999999,0.5566450711974787,1949.3199999999997,0.7109195213660252,2741.9699999999993
500182,20030,IronQuest,IronQuest Saga,gaming,rewarded_video,360,640,pt,2026-01-30,competitive,free rewards,Shop now,Unlock rare gear,No ads in first week,lime,adventurous,6,0.634,34,0.621,0.765,0.288,0.596,0.936,0,1,0,0,0,0,assets/creative_500182.png,fatigued,15.0,46,18771.91,4676714,42498,7790,42758.1,0.0090871496525124,0.1833027436585251,1.6656994633411406,2.277770349421023,0.017167784548141184,0.0031021644219522645,-0.8193031597493955,0.0033256263262914517,0.0005442901645609199,-0.8363345393744579,0.0177329664940527,181350,820898.0,14093.0,2730.0,690808.0,2143.0,376.0,0.7984567901234568,46,3.325626326291452,14298.27,4.449009120016429,3213.81,0.5442901645609199,2026.6,0.734890433660056,2757.69
500183,20030,IronQuest,IronQuest Saga,gaming,interstitial,360,640,es,2026-01-31,gameplay,competition,Learn more,Join the arena,Play with friends tonight,lime,adventurous,0,0.321,58,0.766,0.653,0.436,0.515,0.976,0,1,0,1,1,0,assets/creative_500183.png,fatigued,11.0,45,19245.99,5864347,39907,6788,37780.66,0.0068050202349895,0.1700954719723356,1.1575031286518345,1.9630406126159268,0.01628915775154233,0.0017719496200397297,-0.8912190766970777,0.002834234926348092,0.0002945518347448242,-0.8960735992607523,0.0169695820580189,189098,942406.0,15351.0,2671.0,862327.0,1528.0,254.0,0.6950617283950616,45,2.834234926348092,14504.530000000002,4.72283346629113,3071.15,0.2945518347448242,1341.9499999999998,0.47611360451295875,2818.5499999999997
500184,20030,IronQuest,IronQuest Saga,gaming,interstitial,360,640,es,2026-02-02,trust,competition,Get offer,Win epic rewards,No ads in first week,purple,calm,0,0.413,60,0.871,0.731,0.653,0.649,0.836,1,0,0,0,1,0,assets/creative_500184.png,fatigued,12.0,43,16648.59,5095454,34385,5696,31163.71,0.0067481719980201,0.1656536280354806,1.1178591740794834,1.8718528115594173,0.015333413019767216,0.0018299350870108974,-0.8806570275872815,0.002648328826069417,0.00029946623824993895,-0.8869225621448228,0.0160611049847303,165289,803148.0,12315.0,2127.0,814783.0,1491.0,244.0,0.6759259259259259,43,2.648328826069417,11533.669999999998,4.350292693230338,2651.24,0.29946623824993895,1300.67,0.49219143195552884,2642.61
500185,20030,IronQuest,IronQuest Saga,gaming,playable,360,640,ja,2026-01-27,fantasy,free rewards,Learn more,Unlock rare gear,Play with friends tonight,lime,premium,30,0.05,62,0.587,0.711,0.476,0.707,0.955,0,3,0,0,1,0,assets/creative_500185.png,fatigued,13.0,49,20958.8,4745940,42808,8600,48096.53,0.0090199201844102,0.2008970285927864,1.812075163192118,2.2948131572418267,0.018594918946743817,0.002150348740370602,-0.8843582622473785,0.003945779986151001,0.0003985139496148241,-0.899002491012287,0.0190229431424387,174139,928587.0,17267.0,3664.0,614784.0,1322.0,245.0,0.8052469135802469,49,3.9457799861510012,20594.81,4.920137511885365,4185.820000000001,0.39851394961482406,1394.01,0.5145239395863168,2709.32
500186,20031,CrispBox,CrispBox Shop,ecommerce,banner,320,480,es,2026-01-22,trust,before/after,Watch now,Your next favorite pick,Shop bestsellers now,beige,calm,0,0.506,29,0.824,0.602,0.456,0.553,0.647,1,1,1,0,0,0,assets/creative_500186.png,underperformer,,37,31381.81,6757537,27668,1424,53611.8,0.0040943911960822,0.0514673991614861,0.2107276660120396,1.7083718243147863,0.008462136902353182,0.0017934120673846702,-0.7880662901015048,0.00044796913194034845,9.032063826584374e-05,-0.7983775402679513,0.0087786097019233,232503,1339378.0,11334.0,600.0,1461460.0,2621.0,132.0,0.187037037037037,37,0.44796913194034843,22527.129999999997,3.649341560652721,6172.929999999999,0.09032063826584374,5187.7699999999995,0.7709914247923075,6728.7
500187,20031,CrispBox,CrispBox Shop,ecommerce,native,320,320,en,2026-01-09,discount,limited offer,Claim reward,Flash sale live,Free shipping over $25,orange,playful,0,0.468,53,0.843,0.728,0.348,0.895,0.69,0,2,1,0,0,1,assets/creative_500187.png,underperformer,,50,73201.41,14034258,49291,3108,119831.27,0.003512191381974,0.0630541072406727,0.2214580920487567,1.6370076751253837,0.005397027176372079,0.0017887806996308461,-0.6685618505939639,0.00034500448640716795,0.00010361552235881678,-0.6996690581103585,0.0077890016561661,1258246,6672377.0,36011.0,2302.0,1061617.0,1899.0,110.0,0.1348765432098765,50,0.34500448640716797,88457.98999999999,2.5168535713330518,35146.26,0.10361552235881678,4279.66,0.7639698886264766,5601.869999999999
500188,20031,CrispBox,CrispBox Shop,ecommerce,banner,320,480,en,2026-01-16,minimalist,before/after,Get offer,Your next favorite pick,Shop bestsellers now,black,premium,0,0.727,68,0.88,0.882,0.7,0.628,0.645,2,3,0,0,0,1,assets/creative_500188.png,underperformer,,43,37181.52,8074969,28273,1315,50112.55,0.0035013137511735,0.0465108053620061,0.1628489223921478,1.3477811020098158,0.006085212379456656,0.0018223732936106629,-0.7005242906947841,0.0002858940895815342,8.5278913027559e-05,-0.7017115213805836,0.0068242353924559,741838,2885684.0,17560.0,825.0,1078813.0,1966.0,92.0,0.0790123456790123,43,0.2858940895815342,31183.12,2.340769298905398,13321.74,0.085278913027559,3595.5400000000004,0.7298351165429483,4926.51
500189,20031,CrispBox,CrispBox Shop,ecommerce,rewarded_video,360,640,es,2026-01-20,product-focus,limited offer,Get offer,Your next favorite pick,Only this weekend,orange,excited,30,0.734,60,0.929,0.607,0.424,0.611,0.381,1,3,1,0,0,1,assets/creative_500189.png,stable,,39,30963.43,3941775,24343,1702,66836.29,0.0061756442211947,0.0699174300620301,0.4317851729233657,2.1585557543204996,0.01142977770475178,0.0021203907656982155,-0.8144853889138464,0.0008128373900846897,0.00014228938032974866,-0.8249472993424631,0.0116861645179997,199656,919003.0,10504.0,747.0,716849.0,1520.0,102.0,0.5780864197530864,39,0.8128373900846897,29706.84,4.060291699640398,7316.429999999999,0.14228938032974867,4110.48,0.7457518877475118,5511.859999999999
500190,20031,CrispBox,CrispBox Shop,ecommerce,native,320,320,es,2026-01-22,urgency,watch now,Learn more,Up to 40% off,Free shipping over $25,white,adventurous,0,0.498,65,0.99,0.943,0.32,0.372,0.236,2,2,0,1,0,0,assets/creative_500190.png,stable,,37,25768.2,4991716,24377,1435,56786.98,0.0048834909678355,0.0588669647618656,0.2874762907184623,2.2037620012263175,0.00920723086245203,0.0018481711395171394,-0.7992695993912613,0.000541304786911735,0.00011021204042992115,-0.7963955924744255,0.0095458599163065,172493,990200.0,9117.0,536.0,1061590.0,1962.0,117.0,0.3641975308641975,37,0.541304786911735,21795.2,4.219680821199079,5165.13,0.11021204042992115,4270.29,0.7836472909115934,5449.25
500191,20031,CrispBox,CrispBox Shop,ecommerce,native,320,320,en,2026-01-20,ugc,free shipping,Start now,New collection drop,Only this weekend,teal,adventurous,0,0.43,72,0.781,0.785,0.099,0.636,0.235,1,2,0,0,0,1,assets/creative_500191.png,stable,,39,28799.35,5660120,25172,1431,54495.46,0.0044472555352183,0.0568488797076116,0.2528214949506371,1.8922461791672385,0.008164656667416831,0.0018290954481482772,-0.7759739909887755,0.0004898132090708111,9.050988895132856e-05,-0.8152154999596105,0.0084817559878954,244374,1208624.0,9868.0,592.0,1005415.0,1839.0,91.0,0.2626543209876543,39,0.4898132090708111,22452.05,3.6075547671612336,6223.620000000001,0.09050988895132855,3550.1599999999994,0.6821891327364926,5204.070000000001
500192,20032,SwiftStack,SwiftStack Wallet,fintech,interstitial,360,640,ja,2026-01-07,product-focus,cashback,Watch now,Earn cashback daily,"Fast signup, instant card",orange,urgent,8,0.377,108,0.838,0.848,0.168,0.324,0.41,1,2,0,0,0,0,assets/creative_500192.png,stable,,65,17964.77,2346658,10715,1070,103253.51,0.0045660679996829,0.0998600093327111,0.4559675930621334,5.747555354173752,0.008011180360961906,0.0017493773402687178,-0.7816330101874439,0.0008752302773209484,0.00015672387794174954,-0.8209341221358608,0.0086250941418239,88230,425031.0,3405.0,372.0,236084.0,413.0,37.0,0.571604938271605,65,0.8752302773209484,35925.53,10.927751669176134,3287.55,0.15672387794174955,3551.45,2.0191657143506907,1758.8700000000003
500193,20032,SwiftStack,SwiftStack Wallet,fintech,interstitial,360,640,en,2026-01-20,minimalist,late-night,Try for free,Save with confidence,"Fast signup, instant card",purple,urgent,5,0.714,49,0.99,0.878,0.174,0.29,0.257,2,1,0,0,0,0,assets/creative_500193.png,stable,,52,14292.43,1867578,8482,860,83646.54,0.004541711243118,0.1013911813251591,0.4604894681775004,5.852506536677107,0.008662566196914403,0.0017828084617593568,-0.794193958091265,0.0008655500482235026,0.00019543090520404583,-0.7742118949618709,0.0091569415524671,54357,283057.0,2452.0,245.0,250728.0,447.0,49.0,0.5768518518518518,52,0.8655500482235027,24157.629999999997,11.196736127848125,2157.56,0.19543090520404582,5083.41,2.6360355314945316,1928.43
500194,20032,SwiftStack,SwiftStack Wallet,fintech,banner,320,480,en,2026-01-17,minimalist,earn more,Order now,Earn cashback daily,Built for peace of mind,green,playful,0,0.428,68,0.99,0.652,0.337,0.316,0.426,3,2,0,0,0,0,assets/creative_500194.png,stable,,55,16407.13,2964301,10583,1039,100599.46,0.0035701502647673,0.0981763205140319,0.3505042166770514,6.131447730346502,0.006546181876497893,0.001789301775273226,-0.7266648240102863,0.0007372528755089495,0.0001826358320914979,-0.7522751851385883,0.0066503122068527,79450,448964.0,2939.0,331.0,377801.0,676.0,69.0,0.4314814814814814,55,0.7372528755089495,33119.689999999995,13.259703655660845,2497.7700000000004,0.1826358320914979,6539.55,3.125232974910394,2092.5
500195,20032,SwiftStack,SwiftStack Wallet,fintech,interstitial,360,640,it,2026-01-09,food-closeup,security,Start now,"Your money, clearer",Built for peace of mind,black,adventurous,0,0.508,74,0.99,0.804,0.403,0.29,0.551,0,0,0,0,0,0,assets/creative_500195.png,stable,,63,15430.05,2012642,8027,805,76462.14,0.0039882900187912,0.1002865329512893,0.3999717783888044,4.955404551508257,0.007925935977712113,0.0018937199789685686,-0.7610730159448996,0.0007975784631659988,0.00019159990375446694,-0.7597729720610703,0.0080898583604144,65533,361093.0,2862.0,288.0,224426.0,425.0,43.0,0.4712962962962962,63,0.7975784631659988,27364.98,9.834779889810132,2782.4700000000003,0.19159990375446695,4257.9,2.474027332310696,1721.04
500196,20032,SwiftStack,SwiftStack Wallet,fintech,native,320,320,ja,2026-01-07,testimonial,save smarter,Learn more,"Your money, clearer",Built for peace of mind,blue,calm,0,0.526,64,0.844,0.901,0.286,0.665,0.341,2,1,0,0,0,0,assets/creative_500196.png,stable,,65,19509.61,3182009,14165,1624,156737.39,0.0044515901746349,0.1146487822096717,0.5103693924184376,8.033855622946845,0.007592921864306127,0.0020143643733743864,-0.7347049779553517,0.0009090608287082106,0.00023278478891075341,-0.7439282591886132,0.008049782121412,103398,574219.0,4360.0,522.0,322186.0,649.0,75.0,0.6432098765432098,65,0.9090608287082106,51248.45,14.31784910067219,3579.34,0.2327847889107534,6993.65,3.5750470289943967,1956.2400000000002
500197,20032,SwiftStack,SwiftStack Wallet,fintech,native,320,320,en,2026-01-05,feature-focus,save smarter,Claim reward,Save with confidence,Built for peace of mind,purple,urgent,0,0.577,83,0.932,0.894,0.248,0.421,0.309,2,2,0,1,0,0,assets/creative_500197.png,stable,,67,22797.74,3715460,15158,1752,168890.76,0.0040797101839341,0.1155825306768703,0.4715432274873098,7.408223797622045,0.007090035061278954,0.0016676953385577396,-0.7647832028834978,0.0008424404104725242,0.00017767969027624516,-0.7890893076026769,0.0072263883953895,320498,989981.0,7019.0,834.0,320802.0,535.0,57.0,0.5845679012345678,67,0.8424404104725242,81018.28000000001,13.526470003890072,5989.61,0.17767969027624517,5388.19,2.7503534804424503,1959.09
500198,20033,NomadLayer,NomadLayer Getaway,travel,rewarded_video,360,640,fr,2026-01-24,destination,last-minute deal,Learn more,Escape this weekend,Special fares today,purple,trustworthy,10,0.094,38,0.724,0.873,0.295,0.197,0.571,1,1,1,0,0,1,assets/creative_500198.png,fatigued,12.0,52,40174.78,4702754,26845,1698,239896.94,0.0057083572732062,0.063252002235053,0.3610650270033261,5.971331765849122,0.010575834748160724,0.0017481675458046655,-0.8347016961371588,0.0007065715363678012,9.45437550282115e-05,-0.8661936546238153,0.0110469480515642,272316,1187424.0,12558.0,839.0,560587.0,980.0,53.0,0.6030864197530864,52,0.7065715363678012,117919.57999999999,11.511795434510322,10243.369999999999,0.0945437550282115,7250.16,1.5241995501082684,4756.7
500199,20033,NomadLayer,NomadLayer Getaway,travel,native,320,320,fr,2026-01-27,feature-focus,escape,Get offer,Dream destinations await,Flexible booking options,orange,excited,0,0.496,42,0.92,0.715,0.209,0.743,0.516,1,2,0,1,0,0,assets/creative_500199.png,stable,,49,33942.78,6089691,32006,1808,259943.82,0.0052557674929647,0.0564894082359557,0.2968951955033515,7.658294930468276,0.01033183802662394,0.0018371526173195242,-0.8221853059847245,0.0005988849876399572,0.00010193818468480713,-0.8297867089864486,0.0107465106648546,250414,1399267.0,14457.0,838.0,882888.0,1622.0,90.0,0.55,49,0.5988849876399571,119911.18999999999,15.409996157498849,7781.390000000001,0.10193818468480713,13222.679999999998,2.7625984054555484,4786.32
500200,20033,NomadLayer,NomadLayer Getaway,travel,banner,320,480,en,2026-01-22,family,book now,Install now,Dream destinations await,Flexible booking options,white,trustworthy,0,0.149,78,0.92,0.754,0.113,0.689,0.577,0,1,0,1,0,0,assets/creative_500200.png,stable,,54,47164.64,9315066,35656,1730,247324.82,0.0038277774950816,0.0485191833071572,0.1857206379428766,5.243861078977811,0.007165390176254248,0.0018539167349570778,-0.7412678598995395,0.0003507460581123871,9.610605147770805e-05,-0.7259953483300061,0.0079833979696887,661368,2871023.0,20572.0,1007.0,967681.0,1794.0,93.0,0.3067901234567901,54,0.3507460581123871,143519.19,9.832223045841491,14596.820000000002,0.09610605147770805,13624.21,2.8132570423262284,4842.860000000001
500201,20033,NomadLayer,NomadLayer Getaway,travel,native,320,320,fr,2026-02-02,family,trending,Book now,Book your next trip,Special fares today,orange,calm,0,0.424,57,0.589,0.905,0.334,0.782,0.363,1,0,1,0,0,1,assets/creative_500201.png,stable,,43,26089.68,4687516,24308,1436,203095.94,0.0051856889661816,0.0590752015797268,0.3063456210069469,7.7845316615612,0.009412330657264418,0.0021407101604227308,-0.7725632217594762,0.0005631555144591259,0.00012341122876051222,-0.780857639511813,0.0096649935800163,140307,694302.0,6535.0,391.0,842711.0,1804.0,104.0,0.5567901234567901,43,0.5631555144591259,56714.71000000001,14.464274602016825,3921.0199999999995,0.12341122876051222,15602.68,3.313254777381152,4709.17
500202,20033,NomadLayer,NomadLayer Getaway,travel,native,320,320,fr,2026-02-03,wanderlust,discover,Shop now,Escape this weekend,Flexible booking options,blue,premium,0,0.692,55,0.723,0.757,0.203,0.472,0.344,1,1,0,1,0,0,assets/creative_500202.png,stable,,42,25491.25,4496899,22571,1202,170932.21,0.0050192365894808,0.053254175712197,0.2672953072773038,6.705524836953856,0.010071071166778214,0.0018083461735343522,-0.8204415256740906,0.000522398710769866,0.00010289309664491335,-0.8030372309049568,0.0102752260657384,139197,721671.0,7268.0,377.0,777506.0,1406.0,80.0,0.4799382716049383,42,0.522398710769866,55036.34,13.577988577349597,4053.3500000000004,0.10289309664491335,11231.810000000001,2.5622751526737586,4383.53
500203,20033,NomadLayer,NomadLayer Getaway,travel,native,320,320,en,2026-02-02,destination,book now,Learn more,Escape this weekend,Flexible booking options,blue,urgent,0,0.392,53,0.935,0.429,0.206,0.566,0.452,0,0,1,0,0,1,assets/creative_500203.png,stable,,43,29268.51,5290616,26188,1516,210047.61,0.0049498961935623,0.0578891095158087,0.2865450828410151,7.176573388942586,0.010098645874476416,0.001837056212084181,-0.8180888571677509,0.0006290320221185214,0.00010097498230069203,-0.8394756089513254,0.0103811765677589,160334,820308.0,8284.0,516.0,871503.0,1601.0,88.0,0.5015432098765432,43,0.6290320221185214,68914.7,14.879114093496039,4631.64,0.10097498230069203,13140.329999999998,2.758493069302774,4763.589999999999
